# Cellules recouvertes par un ornement : ce n'est pas de la frappe.
8	0	27	 
8	0	28	 
8	0	29	 
8	0	30	 
8	0	31	 
8	0	32	 
8	0	33	 
8	0	34	 
8	0	35	 
8	0	36	 
8	0	37	 
8	0	38	 
8	0	39	 
8	0	40	 
8	1	27	 
8	1	28	 
8	1	29	 
8	1	30	 
8	1	31	 
8	1	32	 
8	1	33	 
8	1	34	 
8	1	35	 
8	1	36	 
8	1	37	 
8	1	38	 
8	1	39	 
8	1	40	 
8	2	27	 
8	2	28	 
8	2	29	 
8	2	30	 
8	2	31	 
8	2	32	 
8	2	33	 
8	2	34	 
8	2	35	 
8	2	36	 
8	2	37	 
8	2	38	 
8	2	39	 
8	2	40	 
60	5	27	 
60	5	28	 
60	5	29	 
60	5	30	 
60	5	31	 
60	5	32	 
60	5	33	 
60	5	34	 
60	5	35	 
60	5	36	 
60	5	37	 
60	5	38	 
60	5	39	 
60	5	40	 
60	6	27	 
60	6	28	 
60	6	29	 
60	6	30	 
60	6	31	 
60	6	32	 
60	6	33	 
60	6	34	 
60	6	35	 
60	6	36	 
60	6	37	 
60	6	38	 
60	6	39	 
60	6	40	 
60	7	27	 
60	7	28	 
60	7	29	 
60	7	30	 
60	7	31	 
60	7	32	 
60	7	33	 
60	7	34	 
60	7	35	 
60	7	36	 
60	7	37	 
60	7	38	 
60	7	39	 
60	7	40	 
88	0	27	 
88	0	28	 
88	0	29	 
88	0	30	 
88	0	31	 
88	0	32	 
88	0	33	 
88	0	34	 
88	0	35	 
88	0	36	 
88	0	37	 
88	0	38	 
88	0	39	 
88	0	40	 
88	1	27	 
88	1	28	 
88	1	29	 
88	1	30	 
88	1	31	 
88	1	32	 
88	1	33	 
88	1	34	 
88	1	35	 
88	1	36	 
88	1	37	 
88	1	38	 
88	1	39	 
88	1	40	 
88	2	27	 
88	2	28	 
88	2	29	 
88	2	30	 
88	2	31	 
88	2	32	 
88	2	33	 
88	2	34	 
88	2	35	 
88	2	36	 
88	2	37	 
88	2	38	 
